Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits
to those you love,SiderumInCaelo,24145888,12 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,483",1,16,182,17,1312
【哈德】Partner,Lynn_lemon,24146191,12 May 2020,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"42,987",9,12,97,8,5055
Summer Curls,kingofthefrogs,24146257,12 May 2020,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,"6,317",5,6,78,10,1128
【哈德】partner番外,Lynn_lemon,24146407,12 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"6,503",1,2,58,5,7608
Draco Malfoy will be the death of Harry Potter ( In a good way),KetoLima,24146413,10 Aug 2021,Explicit,"F/M, M/M",No Archive Warnings Apply,Work in Progress,English,"34,476",9,61,196,26,4576
Pansy Parkinson- Crush,orphan_account,24146455,12 May 2020,General Audiences,"F/F, M/M",No Archive Warnings Apply,Complete Work,English,661,1,0,9,1,902
【哈德】盛夏,Lynn_lemon,24146581,12 May 2020,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"33,934",1,10,76,7,5390
Make us or break us,Artemis_luna64,24146758,01 Sep 2020,Mature,"F/F, F/M, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"91,961",34,16,165,46,12901
Bored Bored Black Sheep,confessionsofashyfangirl,24146767,12 May 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,216",1,3,47,3,409
I Hate Everything But You,gracerene,24146950,20 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,643,1,12,106,8,860
孔雀蓝,imalcohol,24146977,12 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"5,566",2,0,3,1,278
Ordination,GoWithTheFlo20,24147577,15 May 2020,Explicit,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"7,515",2,48,603,214,8558
Масляные Краски,NEMKA,24147613,12 May 2020,Mature,"F/M, Gen",Major Character Death,Complete Work,Русский,"5,333",1,0,5,0,92
Something So Precious,Remy_Writes5,24148084,12 May 2020,Teen And Up Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"3,467",1,12,1044,86,9245
Song Prompts: Skinny Love,Cosy_Little_Crow,24148180,12 May 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,925,1,4,20,3,299
And Three Makes It Whole,Bookwormread101,24148282,03 Apr 2022,Mature,"Multi, F/F, F/M, M/M, Other","Graphic Depictions Of Violence, Underage",Work in Progress,English,"48,166",7,61,565,174,13457
A Trip To The Library,Augurey_Ray,24148309,12 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,678",1,5,62,2,633
Their Lives Together,Lorbie05,24148594,12 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,817,1,5,106,10,1021
Erityiset,Sisilja,24148696,04 Jan 2012,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Suomi,"1,138",1,0,0,0,21
You Drive Me Crazy,amimsyy,24148774,12 May 2020,Mature,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"2,104",1,1,11,5,295
Burn,ktj,24148876,12 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,580,1,0,19,3,617
Hölmöjä pelkoja,Sisilja,24148897,28 Oct 2011,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Suomi,699,1,0,2,0,18
"Kerro minulle, teen sen sinulle",Vendela (Wendela),24148903,15 Feb 2018,Explicit,M/M,Underage,Complete Work,Suomi,"2,552",1,2,4,2,124
"Ikuisuus, kaikki ne vuodet",Sisilja,24149044,15 Jun 2012,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Suomi,"1,007",1,0,0,0,24
Vihreät neilikat,Sisilja,24149185,28 Mar 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Suomi,"1,270",1,2,5,1,52
Potterska!,Sisilja,24149353,15 Apr 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,Suomi,621,1,0,2,1,55
Best Shower Ever,LadyKenz347,24149392,12 May 2017,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"1,565",1,26,637,110,12664
Aamun valjetessa,Beelsebutt,24149584,24 Aug 2011,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Suomi,0,1,0,0,0,46
The Dragon and the Lioness,YoursG,24149605,12 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,126",1,8,113,9,1607
Inferno,Vendela (Wendela),24149641,17 Nov 2004,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,Suomi,409,1,0,1,0,40
Six,mxstyassasxin,24149689,12 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,017",1,7,63,9,638
Magnificent,Ellikanellika,24149740,12 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"3,233",1,3,16,2,505
The Gift,Roguepen,24149779,12 May 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,894,1,2,16,2,268
Wraiths and Witches,xxDecretumxx,24149878,20 May 2020,General Audiences,"F/F, F/M",No Archive Warnings Apply,Work in Progress,English,"2,783",2,3,24,3,535
The Life and Times of Remus Lupin,BrynnTheWren,24149923,17 May 2020,Teen And Up Audiences,"F/M, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"3,721",4,0,17,0,301
Time,tassy0928,24149977,12 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,971,1,6,83,7,1348
wild thing (you make my heart sing),tellthatdevil,24150040,12 May 2020,Explicit,F/F,No Archive Warnings Apply,Complete Work,English,"2,073",1,7,151,10,3691
True friendship,Pyotia,24150088,12 May 2020,Teen And Up Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"2,057",1,4,19,1,256
Coast To Coast,lumosinlove,24150220,01 Dec 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"59,139",9,276,2181,382,67052
Life As We Know It,Holz9364,24150283,12 May 2020,Mature,"F/F, F/M, M/M, Multi","Major Character Death, Rape/Non-Con",Complete Work,English,"143,969",25,88,387,116,9582
Adventures of a Suicidal Gentleman,GallaPlacidia,24150358,08 Jun 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"47,794",23,1111,5947,1615,74880
Breeding Ground: Worthwhile Arrangement,megamatt09,24150397,12 May 2020,Explicit,"F/M, Multi",Choose Not To Use Archive Warnings,Complete Work,English,"3,473",1,0,115,38,21312
"Raíces, Pétalos",Tedecanyella,24150463,12 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Español,"1,753",1,2,30,3,201
The Butterfly Waltz,Lazyanakin,24150520,31 Dec 2020,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"5,751",6,18,71,5,1080
Draco Malfoy and the Unexpected Sorting,HandsOffMyAppleJuice,24150556,12 May 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"2,496",2,5,85,13,1521
Big Brothers,erm31323,24150685,12 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,310",1,2,15,2,238
The Marauders: A Tale of Marauding Boys - Book 1,slytherficwriters,24150910,13 May 2020,Teen And Up Audiences,"F/M, M/M",No Archive Warnings Apply,Work in Progress,English,"4,597",3,0,3,0,56
"Oh My God, Did I Fall Asleep On You?",jamesilver,24151147,12 May 2020,Teen And Up Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,004",1,21,440,18,2838
Jasmine Snowflakes: Sequel to Plumeria,Ladibard_Wordsmith28,24151156,12 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,896",1,1,45,5,759
Just My Type,orphan_account,24151252,12 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,998,1,42,45,5,435
we're swimming in a hurricane (love is just the same),aceofdiamonds,24151267,12 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,639",1,4,44,1,802
To The Touch,jamesilver,24151297,12 May 2020,Teen And Up Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,045",1,13,361,22,2711
swallow,Anonymous,24151333,12 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,849,1,8,640,54,11707
Darling That One's Not A Flower,MissMarrinette,24151369,20 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"36,393",15,15,88,11,2428
Sometimes A Curse Breaks You,jamesilver,24151390,12 May 2020,General Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,035",1,5,220,11,1515
Sandboxes and Swings,jamesilver,24151477,12 May 2020,General Audiences,Gen,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,044",1,24,176,10,1121
Strange Bathfellows,Nantai,24151489,12 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"3,501",1,14,391,37,2748
Snowflake | 雪花,sevenie,24151495,30 Aug 2014,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"75,462",20,2,18,1,949
Cloak and Diary,DaHammer,24151528,12 May 2020,Teen And Up Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"2,917",1,5,51,6,706
The Bitter Truth,hp_fangal,24151555,12 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"4,396",1,4,62,10,633
This Could Have Gone Better...,jamesilver,24151606,12 May 2020,General Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,035",1,33,566,34,3734
False Book of Job,wiederherstellendeglaubensregel,24151618,13 May 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"1,692",1,3,126,12,2009
"What am I Supposed to Do, Just Ask Him Out?",jamesilver,24151720,12 May 2020,Teen And Up Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,010",1,20,358,18,3297
"It's All Okay, Now",jamesilver,24151837,12 May 2020,Teen And Up Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,997,1,5,196,13,2029
The Unexpected Values of a Night out (and possibly too much booze),thisbloodycat,24151858,01 Jun 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,0,1,41,525,28,10382
Love and war,Echomcload,24152182,12 May 2020,General Audiences,Multi,No Archive Warnings Apply,Work in Progress,English,"3,055",1,0,14,3,128
Let Me Keep You,Saylahvie,24152230,12 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,702",1,12,266,42,2760
Sole Repelleris,drarrymehome,24152254,13 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"4,168",1,0,13,4,174
La décadanse,Artoung,24152266,12 May 2020,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,Français,"5,912",1,1,11,1,246
Too Late to Say Sorry,wanderlustfaery (WanderlustFaery),24152674,05 Jun 2020,Teen And Up Audiences,"F/M, Gen",Choose Not To Use Archive Warnings,Work in Progress,English,"9,643",4,7,91,8,1938
Folli e rutilanti [1901],Vespertilla,24153094,13 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,Italiano,721,1,0,19,0,374
Put It Back Together,Ongaku_Ato_Kakikomi,24153232,25 Jan 2021,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,593",2,13,193,10,2822
Weasley Twins with a Hufflepuff! Reader Headcanons,Ongaku_Ato_Kakikomi,24153268,12 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,635,1,1,66,4,662
George Weasley Headcanons with a male s/o,Ongaku_Ato_Kakikomi,24153307,12 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,586,1,0,33,0,561
The Grangers,ProgramasaurusRex,24153313,02 Oct 2021,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"10,613",10,22,73,12,1455
Love Prank,Ongaku_Ato_Kakikomi,24153325,12 May 2020,Not Rated,"F/M, M/M",Choose Not To Use Archive Warnings,Complete Work,English,487,1,0,95,5,1100
Deal,Ongaku_Ato_Kakikomi,24153376,12 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,249,1,0,27,1,598
Kids,zephsomething,24153379,12 May 2020,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,681,1,4,51,1,692
Snapping Confession,Ongaku_Ato_Kakikomi,24153430,12 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,728,1,0,68,5,1242
Draco Malfoy with an s/o who has stuggles eating headcanons,Ongaku_Ato_Kakikomi,24153451,12 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,545,1,0,45,1,1225
Draco Malfoy with an s/o who doesn't think they're good enough headcanons,Ongaku_Ato_Kakikomi,24153478,12 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,516,1,0,67,2,1176
Being Draco Potter,CorvetteClaire,24153499,12 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"8,037",1,13,404,24,6460
Draco Malfoy with a tall girlfriend headcanons,Ongaku_Ato_Kakikomi,24153505,12 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,360,1,1,57,6,608
Draco Malfoy with a shy! male reader headcanons,Ongaku_Ato_Kakikomi,24153520,12 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,973,1,2,147,6,1481
Auld Lang Syne,Christywalks,24153535,12 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,"15,985",1,4,16,2,447
Blind,Ongaku_Ato_Kakikomi,24153550,12 May 2020,Not Rated,"F/F, F/M",Choose Not To Use Archive Warnings,Complete Work,English,306,1,0,78,1,807
Not My Choice,Ongaku_Ato_Kakikomi,24153568,12 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,657,1,0,40,3,250
Player,Ongaku_Ato_Kakikomi,24153577,12 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,726,1,0,54,2,757
Sacrifice,Ongaku_Ato_Kakikomi,24153589,12 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,629,1,0,24,1,578
Little Pieces,Ongaku_Ato_Kakikomi,24153613,12 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,326,1,4,65,1,1184
Secret,Ongaku_Ato_Kakikomi,24153631,12 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,870,1,1,69,5,1286
Truth Be Told,queenhoneebee,24153673,07 Oct 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"6,815",3,4,79,7,1165
Harry.exe has crashed.,SherlockMalfoy,24154036,12 May 2020,Not Rated,Multi,Choose Not To Use Archive Warnings,Complete Work,English,447,1,20,108,11,3350
The Journal of Adrian Fawley,Dakotanight,24154072,17 May 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"73,371",19,0,1,0,83
From Hatred to Love,ClaireMcKenzieFraser,24154120,14 Jun 2020,Mature,F/M,Rape/Non-Con,Work in Progress,English,"6,225",5,10,23,2,1107
May the Masquerade Be With You Part 2,aleysiasnape,24154162,12 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,870,1,8,5,1,125
Adversaries and Allure,icysweetflora (themmefatale),24154414,05 Jul 2020,Mature,"F/F, F/M, M/M",No Archive Warnings Apply,Work in Progress,English,"4,572",3,4,35,10,860
For Better Or Worse,Val_Creative,24154588,20 May 2020,Not Rated,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,100,1,8,150,5,1521
"Mine, Mine, Mine",mrsren,24154732,13 May 2020,Explicit,F/F,No Archive Warnings Apply,Complete Work,English,551,1,13,159,11,3608
Theo's Survival,hiccupfound,24154789,12 May 2020,Teen And Up Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,803",1,12,111,5,3401
Pillows,Glamasfuck,24154924,13 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,398,1,0,41,1,551
Potter-Weasley,DayDreamer315,24155128,28 Oct 2021,General Audiences,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"101,339",7,784,4735,1690,113969
Meditation for Slytherins,lastcrazyhorn,24155212,13 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,831,1,7,87,17,723
Never Again,Morgan95,24155224,13 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,300,1,0,28,1,484
Quietness,aislingphoenix,24155227,12 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,613,1,0,30,3,499
故入歧途,sevenie,24155257,13 May 2020,Teen And Up Audiences,F/M,Graphic Depictions Of Violence,Complete Work,中文-普通话 國語,"13,670",6,2,16,1,917
Save Tonight,WeeTree,24155428,13 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"3,646",1,7,66,3,1054
Right In Front Of Him,articcat621,24155506,13 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,657,1,23,228,22,2897
宇宙夹缝,sevenie,24155611,13 May 2020,Teen And Up Audiences,F/M,Graphic Depictions Of Violence,Complete Work,中文-普通话 國語,"6,412",7,0,12,0,983
Home,Blue_Pandas,24155866,13 May 2020,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"4,086",1,6,130,18,1676
Harry Potter and the Best Laid Plans,viciousmouse,24155869,02 Oct 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"113,971",23,411,1553,203,37262
A Token of My Love and Affection,AlliCassandra,24155878,13 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"5,141",1,0,31,9,300
Villager,Firehedgehog,24155986,13 May 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,755,1,28,179,19,3725
Just Beneath the Surface,FirewhiskySoul,24156004,12 May 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,000",1,21,146,11,1533
Witch Reborn,Gfttfssfggrd235433466xsdccgyjkkoljvs,24156211,13 May 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"23,098",20,36,550,174,10677
And to All a Good Night,shimotsuki,24156271,13 May 2020,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,695,1,2,53,1,677
"sleeping beauty, morning light",crownjrose (rosesnblueberries),24156427,13 May 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"2,752",1,33,539,123,9702
we bent until we broke,atramentias,24156553,13 May 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,742,1,0,10,0,184
Read To Me,reyandbens,24156793,13 Jul 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"9,909",3,20,323,44,6647
plans for sleepovers and milk,kiinera,24157321,13 May 2020,Explicit,M/M,Underage,Complete Work,English,"1,089",1,3,314,23,12445
Red Satin... and a Spatula,HDAnalyst,24157534,12 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"9,108",1,6,91,7,1808
Legend of the Keepers,thegenuineimitation,24157612,24 Aug 2020,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"16,078",3,5,45,21,1069
Second Chance,MagicMight,24158047,16 Mar 2022,Explicit,F/M,"Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con",Work in Progress,English,"19,953",5,6,91,25,2110
Blind Date,IvoryRaven,24158236,13 May 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,999,1,6,360,21,3650
Cherry Wine,januarywren,24158587,18 Jul 2020,Mature,"F/M, Multi",Choose Not To Use Archive Warnings,Complete Work,English,"7,038",4,92,1279,281,22250
Stay With Me,MegGonagall,24158770,13 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"8,032",1,26,386,58,4601
Effanineffable,Spectral_Aspen,24158926,21 Jul 2020,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"27,886",10,12,50,12,904
Raising Love,zavocado,24159082,16 Jun 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"24,862",6,201,455,90,8922
The Great House-Elf Incident,NuclearNik,24159163,13 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,215",1,20,131,14,1865
oh how the hero's journey wheel keeps turning,orphan_account,24159262,13 May 2020,Teen And Up Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"1,646",1,0,2,0,10
Dazed,Rhinocorn,24159637,13 May 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,734",1,21,273,8,3917
"Those Who Lie, Die",Ilaria_Slytherin,24159733,13 May 2020,Not Rated,"F/F, F/M, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"1,282",1,14,51,21,650
Get What You Deserve,Philomela,24159745,13 May 2020,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"9,461",1,6,79,15,856
Firewhisky Kisses,snarky24,24159904,13 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"7,026",1,16,114,20,1305
Harry Potter and the Art of Cursing,Robinsnose,24160000,13 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,English,488,1,17,679,68,4341
Restless Nights,FiresFromOurHearts,24160024,13 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,707,1,2,12,0,154
Legacy,Lady_of_Moon_Over_Silver_Seas,24160153,13 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,254,1,15,152,15,2876
He Noticed,Phelpsgirlxxx,24160903,13 May 2020,Not Rated,M/M,No Archive Warnings Apply,Complete Work,English,"2,365",1,5,723,69,5974
Care to Join?,Viper27,24161107,13 May 2020,Explicit,"F/M, M/M","Underage, Rape/Non-Con",Work in Progress,English,"2,831",1,2,40,1,2317
Hermione's Complaint,kamehameha12345,24161245,13 May 2020,Mature,Gen,No Archive Warnings Apply,Complete Work,English,415,1,0,7,2,264
Brighter than the Sun,Sibellla,24161281,29 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"12,238",4,15,43,5,803
Abilities,orphan_account,24161623,13 May 2020,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,60,1,0,4,0,43
Sporty Girl Slash,wlf_sea,24161719,13 May 2020,Mature,M/M,Underage,Complete Work,English,"1,277",1,0,6,1,334
Someone to You,GetOutOfMySpotlight,24161875,06 Mar 2021,General Audiences,"F/M, M/M",Major Character Death,Work in Progress,English,"7,558",5,2,9,0,200
Sophia Amulet - tales of a death eater's daughter,Moondanceintherain,24161878,05 Jan 2021,Teen And Up Audiences,"F/F, F/M",Choose Not To Use Archive Warnings,Work in Progress,English,"3,141",3,0,4,0,84
Paikka särjetylle sydämelle,Beelsebutt,24161968,01 Sep 2011,Explicit,F/M,No Archive Warnings Apply,Complete Work,Suomi,"1,874",1,0,0,1,177
Great Deeds,The_Dark_Enchantress_Ruhi,24162112,13 May 2020,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,256",1,2,53,7,696
Firelight,LostSummer,24162529,13 May 2020,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,599",1,6,46,2,683
Harry Potter and the Post Traumatic Stress,PagesInAChapter,24162631,13 May 2020,Not Rated,No category,No Archive Warnings Apply,Complete Work,English,"2,481",1,1,9,3,86
The 25 Song Challenge thing...,Ginny_Lovegood,24162694,14 May 2020,Teen And Up Audiences,"F/F, F/M, M/M","No Archive Warnings Apply, Major Character Death",Complete Work,English,"2,189",25,0,20,0,448
Uśmiech Węża: Historia Psa,Saneko,24162946,27 May 2020,Teen And Up Audiences,"F/M, M/M",Graphic Depictions Of Violence,Complete Work,Polski,"64,317",22,0,6,0,445
Uśmiech Węża - kolejność czytania,Yunoha,24163030,13 May 2020,Not Rated,No category,Choose Not To Use Archive Warnings,Complete Work,Polski,231,1,0,1,0,269
The Deer and the Wolf,Holz9364,24163351,13 May 2020,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"31,470",15,8,83,11,1532
Divine Intervention.,SlySama,24163459,13 May 2020,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,512",1,2,11,0,205
The Hogwarts Research Fellowship,paperbackwriter700,24163546,22 May 2020,Not Rated,"F/F, F/M",Choose Not To Use Archive Warnings,Work in Progress,English,"5,043",2,0,1,1,105
St. Mungo's,Feanoldo,24163630,13 May 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,065",1,1,6,1,149
「乔治韦斯莱x珀西」Q&A&男孩间的恶劣调情,highwaytoOreo,24163846,13 May 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,"4,049",1,1,17,2,2227
A Thousand Touches,fairylightinthenight,24163942,13 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"2,949",1,22,496,42,5781
Never Cross The Weasley Twins,SonOfAMuggle,24163981,13 May 2020,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,603,1,2,13,0,122
Always the Savior,Shenasheba,24164095,06 May 2022,Mature,M/M,"Graphic Depictions Of Violence, Major Character Death",Work in Progress,English,"15,448",8,63,665,215,13505
The Sign,Hang_In_There_Baby_Crookshanks,24164431,13 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,985",1,3,23,1,167
The tale of the Dragon and the Bookworm,mordanbooqs,24164440,06 Sep 2020,Mature,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"12,507",6,10,105,12,1967
Harry Potter and the Turn to Greatness,Lightning_Peverell,24164485,30 Aug 2021,Explicit,"F/M, Gen, M/M","Choose Not To Use Archive Warnings, Rape/Non-Con, Underage",Complete Work,English,"79,904",29,116,939,194,39551
The mercy of the forest bees,wallyflower,24164689,13 May 2020,Explicit,F/M,No Archive Warnings Apply,Work in Progress,English,"7,931",1,32,85,14,1369
Quid Pro Quo,Anonymous,24164737,23 Nov 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"88,025",29,536,2049,478,58164
Nightmare,jeannjean,24165031,13 May 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,936,1,2,59,3,668
In the Archives,BiscuitsForPotter,24165307,13 May 2020,Mature,F/M,No Archive Warnings Apply,Complete Work,English,"1,000",1,33,150,11,1218
Harry Potter and his (Literal) Snake,orphan_account,24165316,13 May 2020,General Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"3,506",2,6,58,5,680
13 Reasons why Harry Potter killed himself.,Everyday_Im_Hufflepuffing,24165322,13 Mar 2021,Teen And Up Audiences,No category,"Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con",Complete Work,English,"10,000",13,59,332,32,5574
Seasons,KittyCargo,24165334,13 May 2020,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,772",1,81,1093,116,7309
"Somebody to have, somebody to hold",pandora_rose_xo,24165469,13 May 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"4,467",1,0,15,2,240
The Three Generations,PatRE,24165580,12 Jun 2020,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"7,705",5,11,61,8,1717
