ID,Tags,Summary,Date_published
24042931,The Burrow (Harry Potter)Fleur Delacour and Bill Weasley's WeddingBirthday SexFirst TimeAdolescent SexualityTeen Romanceinspired by reallycorking artPost-Harry Potter and the Half-Blood PrinceSneaky GinnyGinny torturing HarryBat-Bogey HexRon Weasley is a Good FriendRon is not stupidAnalingusOral Sex ,"Ginny has a plan. Or two. (Harry/Ginny, written pre-DH.) , These two stories were written after I'd begun to realize that maybe JKR had broken Harry and Ginny up for a narrative purpose. So I played with that.Both pieces would later find a home in my Horcrux Hunt™ epic, Back to the Garden. , This was my entry for hpgw_otp's One Magical Year challenge. My prompt was the Bat-Bogey Hex. Hee!And yes, this is real, honest-to-goodness Harry/Ginny. Luna is nowhere to be seen, though I'm sure wherever she is, she's quite happy!Thanks to aberforths_rug for the beta! , A/N: I hope I didn't lead the more romantic among you too far astray with the title. :-)If you have any questions about that, or about just what Ginny's final threat is about... just let me know.I did find out while writing this that the word ""bint"" comes from the Arabic, meaning ""daughter."" It was picked up by British soldiers stationed in Egypt during the First World War. So there you go! ",2020-05-06
24043183,Fluff and Humorsex in the grassRomanceLove ,Boss? Pretty great. Roommates? Still loud. Job? Perfect. Her boyfriend? Amazing... except for when he acts like a dud. ,2020-05-06
24043195,SeksiähuumoriaSmutHumorSuomi | Finnish ,"Ei kyse ollut siitä, että hän olisi ollut vain ottamassa. Professorin ajastus amnestus vain teki asioiden selittelyn helpommaksi. , Kirjoitettu 2010. En nyt laittanut virallista varoitusta, mutta jonkinlaista hyväksikäyttöhän tässä harrastetaan. Huumorin varjolla toki!
 
Huom! En omista Pottereita, J.K. Rowling omistaa. En saa tästä rahaa, elekää haastako oikeuteen! ",2010-04-12
24043333,AU - MafiaPossessive Tom RiddleManipulative Tom RiddleSomewhat Sane Tom RiddleHarry Potter is a BratI'm Bad At TaggingMob Boss Tom Riddle ,"When Harry agreed to work at his godfather's bar, he definitely didn't expect to meet the eye of Tom Riddle, the well established mafia boss who's main reputation was his penchant for violence and less-than-sane methods of maintaining control. Meanwhile, Tom just can't believe his luck. ",2020-05-06
24043336,alternative universeno magic ,"Traducción del fic ""Green Eyes"" de Amy Lupin.¿Qué sucede cuando Draco Malfoy, futuro administrador de la empresa de su padre, resuelve investigar al chico más popular de la Universidad, Harry Potter? El resultado puede ser sorprendente para ambas partes. , Avisos: Universo Alterno. Este fic es slash, lo que significa que habrá relaciones amorosas homosexuales. Por eso, si no te gusta, no leas; si no lo conoces y te sientes curioso, lee con cuidado; si lo disfrutas, ¡diviértete!Disclaimer: Esta historia está basada en los personajes y situaciones creados y pertenecientes a J. K. Rowling, varias editoriales y Warner Bros. No hay ningún lucro, ni violación de derechos de autor o marca registrada. Tomé prestados los personajes de JK Rowling - lo que significa que ellos continúan perteneciéndole - y los traje a nuestro universo. Eso mismo, ¡sin magia!Notas de la Traductora: Publiqué esta traducción hace 11 años. OMG! Cómo pasa el tiempo! Y sin duda alguna, este fic sigue siendo uno de mis favoritos de todos los tiempos. ",2020-05-06
24043438,proposalFluffSnowArtDigital ArtCommunity: hp_drizzleHP Drizzle Fest 2020 ,"For the prompt, ""It's snowing when he proposes."" , As soon as I saw this prompt I got this really clear image in my mind of young Lucius and being romantic and I wanted to draw it. :) ",2020-09-01
24043558,accidental magicNightmaresDraco plays the pianoMusicHogwarts Eighth YearAngstHurt/ComfortHero ComplexSlow Burn ,"Harry’s magic seems to like hexing people, destroying things, creating disasters, and... listening to Malfoy play piano. ",2020-05-06
24043651,,"Harry and Draco end up sleeping together one night in fifth year, and when they wake up, they are mutually horrified. Neither wants to expose themselves to anybody, so they do the only reasonable thing possible and keep quiet. The only problem is, every time they see each other... neither can stop thinking about that night. , It’s not done yet, but I plan on working on it a bit every night now, at least a chapter a week. So get ready for the second hand embarrassment ;)Many more chapters to come!!This headcannon struck me in the middle of the night. Enjoy! :) P.S. this is also my first fic, sorry if it's not the greatest. ",2020-05-07
24043678,Alternate Universe - Canon DivergenceFifth year onwards is totally differentStill some deaths thowolfstar is canon BUT i so wanted sirius to have a daughter in thisso lets pretend he shagged marleneI will be bashing snape and dumbledore so hard in this fic so if you stan them... look away ,"After the events of fourth year, Harry, his twin Amelia and godsister Dorea spend some time looking back and forwards. It is crystal clear that there has to be unity, friendship and co-ordination in order for them to get through the eminent return of Voldemort. So they decide to create the D.A - and discover friendships they never thought would ever happen. , AIGHT so hello and welcome to this fic that is finally coming to fruition almost two years after I first thought of the idea. God knows where this will end up.I'm going to make a few points before I introduce y'all to the characters of Amelia Potter and Dorea Black:1) Amelia Potter and Dorea Black are my own made-up characters, and are not a part of the canon Harry Potter universe2) Wolfstar (SiriusxRemus) is one of my fav ships but for the purpose of this fic (and because I also love RemusxTonks too much), Dorea is Sirius's daughter with Marlene Mackinnon.3) This fic will also feature characters from the mobile Harry Potter: Hogwarts Mystery game - except I'm incorpirating them to be a year younger than Harry (even though they're meant to be like ten odd years older than him :/ but I love them too much not to include them). If you do not play the game, it might be a good idea to read up about the characters on the Hogwart's Mystery wiki's.4) I am going to let my hate for Snape and Dumbledore shine through in this fic just so you're warned. ",2020-05-06
24043750,,Luna must make a decision before being able to leave the Forest of Dean. ,2020-05-06
24043756,Possessive Voldemort (Harry Potter)Protective VoldemortVoldemort is Harry Potter's ParentPrecious Harry PotterObsessive VoldemortSide StoryOOC Voldemort - FreeformAU Goblet of FireVoldemort would do anything for Harry PotterVoldemort Adopts Harry PotterBarty and Harry become best friendsSort OfThe Order of Phoenix is literally losing their mindsVoldemort cackles while they panicSoft Voldemort...but not reallyHe's soft for Harry but he can still cut a bitchHarry Potter is ConfusedBarty doesn't understand anything even remotely mugglePossessive Tom Riddlethat's actually an understatementManic Tom RiddleObsessive Tom Riddlelike to a scary degreesomeone get this mans some therapyPoor Harry PotterUnhealthy Relationshipsbad parenting?Or really really good parentingit depends on how you look at it - Freeform ,"The real reason Voldemort murdered the Potters was not so that he could kill Harry, but so that he could adopt Harry as his own. It all goes wrong, but perhaps Voldemort can finally get his family at the end of the Tri-Wizard Tournament? Meanwhile, Harry has no idea how he ended up being kind of kidnapped by the man who murdered his parents. Said man who only wants to become Harry's new dad. Side story to 'The Little One with Green Eyes' , This story was requested by LivingDeaDGirl244.Thanks so much for the request, I had a lot of fun with this! I hope you enjoy! :) ",2020-05-06
24043813,Threesome - F/F/MShameless SmutCock WorshipVaginal SexOral SexBody Worship ,"Harry has a threesome with a pair of fiery redheads in Mary Jane Watson and Barbara Gordon. First posted as an exclusive chapter on my blog on February 7th, 2018. , From March 2017 all the way to the present day, I’ve posted blog exclusive Breeding Ground chapters on my blog. I’ve decided to post these blog exclusive chapters on the A03 version, but not as part of the Breeding Ground prime story, but as a series collection for tracking purposes and also for people who may want to read their favored pairings outside of a large anthology series. I have linked the main Breeding Ground series to this series, so if you want to browse the 350 chapter series, then you may do so at leisure. I intend to post separate one shots for Sticky Situation once the main series finishes after 300 hundred chapters and may do the same thing for Hit the Mark and Real World Breeding Ground, once those stories reach a certain point. The following blog exclusive chapter was posted on my blog on  February 7th, 2018..  While chapters will be posted on this website after I feel they’ve run their course on the blog, you can get the latest at: https://webofchaos.blogspot.com/2017/02/breeding-grounds-chapter-archives.htmlIf you liked this chapter, please feel free to leave kudos.. ",2020-05-06
24043867,Psychological TraumaRainConfessionsEmotional BaggageEmotional Hurt/Comfort ,,2020-05-06
24044293,wolfstarWolfstar raise harryAlternate UniverseSirius Black is freeYoung Harry PotterBaby HarryWolfstar RaiseFluff ,"Peter Pettigrew is rightfully accused of deception and spying for Voldemort. (As well as murder). Initially, due to the legal trials, Baby Harry was taken to live with the Dursley’s, Remus and Sirius, still just friends,  struggled for years to get him back, little did they know that when they did get him back it would present an array of new challenges. ",2020-05-06
24044314,Explicit Sexual ContentSwearingOral SexFluff and HumorRomanceIdiots in Love ,Friends? Louder than ever. Job? Possibly gone. Cream cheese? Still her favorite. Her boyfriend? ... possibly her fiancé unless she keeps acting like a dud. ,2020-05-06
24044470,Professor Harry PotterProfessor Draco MalfoyPotions Master Draco MalfoyDefense Against the Dark Arts Professor Harry PotterBanterHumorAmortentiaRedeemed Draco MalfoyGood Draco Malfoy ,"DADA Professor Harry just wants to read in peace at the staff table in Hogwarts. Potion's Professor Draco has other ideas. And banter ensues.Featuring Banter between Professors, a barn and food. All the good stuff. ",2020-05-06
24044629,,"[set before 'The Wicked Walk on Every Side'][Written by Maddy]As the new school year at Hogwarts approaches, Solana soaks in the sunny days with her family before setting back out to school. ",2020-05-26
24044644,First DatesRomanceBoys KissingAwkward DatesFluff ,"Lily has finally agreed to go on a date with James. He is not expecting it. And panics. Big time. , The usual disclaimers apply. This is fan fiction and I do not claim to own the Harry Potter universe or any of the characters or places that appear in the original books. ",2020-05-06
24044758,Alternate Universe - Everyone Lives/Nobody Diesprofessor lily potter aui wrote this a year or two ago and posted it on tumblrjames is and always will be chaoticHarry is a sweet boyi also gave him a little sister ,This is a mostly complete little idea that was sparked by a tumblr post a year or two ago that I decided to post on here. ,2020-05-06
24044941,Young Newt ScamanderHurt Newt ScamanderProtective Theseus ScamanderProtective SiblingsTheseus Scamander is a Good Siblingnot at firstBut he learnsHe means well thoughAngstAngst with a Happy Endingidk what to tag thisuuuhSibling Bonding??? - FreeformPlease read lolScamander brothersTheseus isn't always the best brotherbut his intentions are goodhe triesbut it's not always easy being Newt's brotherand It's certainly not easy being Theseus' brother either ,"Theseus' idea of protecting Newt is to try to make him fit in, but it's not really the right instinct to have.or Five Times Theseus Wished Newt was Normal + The One Time he Didn't , This didn't turn out as well as it did in my head, but I worked hard on this and even though all the parts aren't as good as I wish I think it's still pretty good.I'm also lowkey planning a ""companion piece"" for it lol.I love the Scamander brother and I honestly just want them to be close and get along. ): Please Jo, give me some good siblings. If the rest of the movies flop just please give me that. I beg you. , Thank you for reading! If you liked it please consider leaving a kudos and/or comment. It lets me know that you liked it and it's just very motivating overall. Feel also free to follow me on my socials:Tumblr: Waternoodlescamander.tumblr.com / maren-emilie.tumblr.comTwitter: @marenemile03Instagram: @marencantdrawWattpad: maren-emilie ",2020-05-06
24044950,FluffDiscord: Bellamione CultBellamione Cult: May Event 2020springtime ,The Black sisters escape their parents for a day and enjoy a peaceful moment together. ,2020-05-06
24045025,slight crackCrack Treated SeriouslyAttempt at HumorFluff and CrackI hopeFemale Harry PotterLet's pretend the dark side are alrightjust for thisGood SlytherinsGood Severus SnapeGood Tom Riddlekind ofGood Malfoy Family (Harry Potter)Sane Tom Riddle ,"Aria, Hermione and Ron are heading back from Hogsmead when they receive a letter from Professor Dumbledore. What follows will set in motion events that will change the wizarding world for ever.
This is my first ever fanfiction, so sorry for my poor writing and the horrible title. , I started this way back in 2017 and haven't looked at it since, so the first few chapters are probably going to be the worst of them all. ",2020-05-07
24045406,MaraudersMarauderficGood Severus SnapeSnape Is good au ,"Imagine a different world. Where the Marauders started out differently.  If they didn't sit with Peter Pettigrew on the train. What if they talked to the lonely Severus Snape, who was bullied by a Slytherin even upon arrival?  What if Snape became the 4th Marauder? What if Snape turned out different? ",2020-05-06
24045451,Crossovers & Fandom FusionsAlternate Universe - Everyone Lives/Nobody Dies(except for the villain)HumorLight-HeartedMythical Beings & CreaturesCasual badasseryRevealFriendshipDragonsFix-It of SortsOne Shot ,"As Harry chases down Bellatrix Lestrange, an unexpected stranger breaking into the Ministry of Magic—through, shall we say, unusual means—interrupts the Battle of the Department of Mysteries and proceeds to put an end to the various goings-on in order to get on with whatever he was doing there in the first place. ",2020-05-06
24045760,HorcruxesHorcrux HuntingHeadmaster Severus Snape ,"Y/n, Harry, Ron and Hermione are searching for Voldemort's horcuxes Snape is at Hogwarts occupying the position of Headmaster During this hard time of being away from the one person you love the most, Y/n and Severus think about each other and the moments they shared together , Second part of this mini serieThis one is set during the movie Harry Potter and The Deathly Hallows pt 1Enjoy! Ps. Tell me if you think Snape is out of character because I'm afraid I wrote something he would never say, think or do 😅 ",2020-05-06
24045808,honestly randomi forgot a lot of what happens in these seriesthis idea was from a year agoOopswhy did i write it now?Cross-Posted on FanFiction.Net ,"Harry and Hermione find themselves in the east while Horcrux Hunting, and end up hiring some help from Konoha.Takes place during Book 7 (Book 7 AU) of Harry Potter.Takes place after the Fourth Great Shinobi War in Naruto. , Chapters will be around 500-600 words long each, I have planned 20 of these chapters. So 10k words total. Shouldn't be that bad?Takes place during Book 7 of Harry Potter, and after the Fourth Great Shinobi War in Naruto. This was, honestly, a completely random idea I had one day. Last year.I have also totally forgotten what happens in both series since then, so I will do my best to research slash not make mistakes. Thanks. , No I do not know Japanese, so I just did random things for the Japanese. Hahaha. ",2020-05-06
24045955,Domestic FluffReunionsOld FriendsBabysitting ,"(for the prompt: harry potter, taking care of a child)Luna Lovegood visits Harry after years of traveling the world with Rolf. Harry forgets to tell her that a certain newborn baby was named after her. They catch up over tea and biscuits, as old friends do. , written as part of a quarantine fic challenge with illea ",2020-05-06
24046072,First War with VoldemortViolenceSexual ViolenceHurt No ComfortRapeRape/Non-con ElementsPOV Remus LupinWerewolves ,"“I ought to tear your throat out.”Remus' pulse was still racing after the fight, a heavy drumming filling his ears. This was it. Fifteen borrowed years, but the wolf had caught up with him.“... but that would be a waste.”Then Greyback leaned forward and kissed him hard. , I wanted to write a creepy scene like this. Now I share it, because I figured that some of you out there might want to read it. ",2020-05-06
24046087,Albus Dumbledore BashingMolly Weasley Bashing ,"The nineteen years old, orphan girl has always had dreams about castle, blond-haired girl and boy with green eyes. One day boy from her dreams comes to her rescue , 1. I am not a native speaker and this is my first longer story. Any suggestions or corrections are mostly welcomed.2. The story is set after 7th book. AU starts during 4th book (only mentioned) and totally AU after that ",2020-05-06
24046306,Humortrio-era ,"In which Fred and George invent Extendable Ears and hear more than they ever wanted to. , A silly bit of fluff that has nothing whatsoever to do with Mr Squib and I being quarantined in a small house with nosy teenagers. ",2020-05-06
24046399,needing help from your best friend's older brother's twinYule Ball (Harry Potter)Book 4: Harry Potter and the Goblet of Fireprobably? canon compliant ,"harry needs help from george on how to get a date, but he's having a little trouble himself. , song: anything - examplelinktree ",2020-05-10
24046477,Powerful HarryUmbridge gets whats coming to herHeir of Morgana HarryCaring HarryProtective Harry ,"A different harry finds evidence of Umbridge's torture on another student, and promptly teaches the vile woman a lesson. 
Powerful Harry, descriptions of magic and it's potential, Harry being dramatic. , This is only a one shot, but I might be tempted to write this into a longer work - i just had to get the idea on paper, plus I always like duels where more than Expelliamus is used smh. ",2020-05-06
24046648,Royal Academy of MusicCellist Draco MalfoyHarry Potter is older then Draco MalfoyAuror Harry PotterAuror Ron WeasleyUnspeakable Hermione GrangerUnspeakable Blaise ZabiniQuidditch Player Ginny WeasleyMuggle raised Draco MalfoyCreature Draco Malfoymagic boundSoulmatesMagical LondonMuggle LondonSweet Draco MalfoyBadass Harry PotterBADASS HERMIONE GRANGERClever Ron WeasleySecond War with VoldemortMental Health IssuesSeer Luna LovegoodRolph Scamander - Freeform ,"The second wizarding war lasts until 2002. Voldemort, in possession of a body of his own, has vowed to torture each Muggle until they deliver what he most desires: the power to destroy The Boy Who Live.When Harry Potter meets Dray Black, all of Albus Dumbledore's theories vanish like dust. The Order's desires for Harry to find the power spoken of in the prophecy creates chaos in the mind of the black-haired young man. Until Mad-Eye Moody's eyes fall on Dray Black and what the boy really hides inside.However, in his selfishness, Harry will try to keep Dray Black at all costs. No alterations or changes. Only the sweet boy he met one autumn afternoon in a London park. ",2020-05-16
24046693,Fluff and AngstAngst and Hurt/ComfortAngst with a Happy EndingDrarryAuror Harry PotterHealer Draco MalfoyHurt Harry PotterForgivenessWorried Draco MalfoyEmotional Hurt ,"Harry is hurt again and Draco can't do it anymore.Harry is an Auror and Draco is a Healer. When Ron brings Harry to St. Mungos Draco looses it. Together they need to fix what has been broken. , I hope you enjoy! Kudos, comments, and constructive criticism welcome. , Please take a moment to answer these questions if you're feeling kind. What was the best part? What was the worst part? What would you change? Any and all input is appreciated ",2020-05-06
24046768,Alternate Universe - SoulmatesFriends to LoversMutual PiningColorsSoulmatesHarry Potter Next GenerationUniverse Alteration ,"Teddy Lupin is pretty sure he’s always been able to see color. , This started as a little idea in response to @magic-girl-in-a-muggle-world asking for a fic about ""Teddy realizing he's in love with Vic pls""... Now it's this. 
While it can definitely stand on its own as a story, I hope everyone likes the chance to see Teddy's view of things in the world of Saturated, another fic of mine. Let me know what you think! , Find me on Tumblr @women-inthe-sequel! ",2020-05-06
24046774,DrabbleRomanceExplicit LanguageHogwarts Eighth Year ,"Roses. How fucking cliche. Hermione reflects on how grand gestures are not for her.
Made for the warm-up week of 2020 Dramione Last Drabble Writer Standing. Theme: Roses/I Love you. , This is a drabble I created for the 2020 Dramione Last Drabble Writer Standing competition. This was the Warm-Up week and the theme was Roses/I Love You. All drabbles for the competition had to be between 100 and 500 words. The competition is still going on, if you are interested in reading and/or voting the other entries you can by looking under the author DramioneLDWS on A03. ",2020-05-26
24047185,James Potter is a dork and doesn't know how to deal with crushesAlternate Universe - Canon DivergenceHufflepuff Severus SnapeMarauders Era (Harry Potter)Slow BurnSlow Build ,"The last thing he sees when he dies is green. The first thing he sees when he wakes up is gray. Severus finds himself in his 11 years old body and decides to keep Lily Evans alive no matter what. Along the way he steals James Potter's heart as well.....Edit: I have no self-control and i made a discord. The link is this one :  Snames Discord , Hi, thank you for giving this fic a chance. Snames it's one of my OTP since 2013. I'm quite happy that fics are still being posted. I used to write a lot about them in the past so here I am trying to do it again. After reading Hufflepuf Severus in AkiieLo amazing story i feel like doing this. English isn't my first language so if you see some mistake please do tell. Have fun reading! ",2020-05-06
24047593,Sentient HogwartsBAMF Hermione GrangerDark!HermioneSane Tom Riddle ,"As Hermione’s best friends drop one by one in the Final Battle, her magic begins to spin out of her control. In a time of great need, Hogwarts sentient magic merges with the soul of Hermione. Sensing her wish for a second chance at Tom Riddle, to do things differently, she is thrown back in time to where Tom Riddle is at his most vulnerable; Hogwarts 1942. Unable to trust Dumbledore anymore, Hermione makes her own way. , This story begins directly after Fred Weasley dies. This is going to be a slow burn between Tom and Hermione. She is never going to be submissive though...not in her makeup I suppose. Reviews are always welcome and appreciated!Harry Potter will forever belong to the infamous JK Rowling. ",2020-05-07
24047644,The Knight Bus (Harry Potter)HumorCommunity: HPFT ,"WANTED FOR AN EXCITING ADVENTURE
Conductor on the Knight Bus
No NEWTS required
A few OWLS recommended
Reasonable pay and benefits
Flexible hours
Must be open-minded and friendly with every person, animal and object that embarks on the bus. See the Department of Magical Transportation for an application.<\center> ",2020-05-07
24047743,Female Harry PotterHorcruxesHarry Potter is a HorcruxIdentityGender IdentityPsychopathology & SociopathyObsessionImprisonmentTortureManipulationIntrospectionDark-ishMachiavellianism ,"Harry had never appreciated was how a 55-year-old male soul would influence to a 15-month old’s – of either sex. Souls were tricky magic, contentious even to wizards. But that shard, that tiny piece of soul; mute and not something Harry could ever detect or feel or understand as being sentiment, had been from an adult. Placed in a baby. A grown man with ideals and opinions of his own.They both have a desperate need for attention. He to be seen by all, her to be seen by him. , You can choose which name she chose to whisper - did she break the taboo or just say Riddle's name?I have not written a Harry Potter ff in years, but lockdown has brought out the ol' Potterhead in me. I found myself caught up in the idea of what would be the impact Voldemort's identity being forced to live in a little girl... especially with something like gender identity. I don't see where else this can go, but we are all in lock down so who knows! ",2020-05-07
24047959,Awkward Sexual SituationsBlowjobsslowburnEnemies to LoversHumorAngstDomesticLong-haired!Draco MalfoyPOC Harry PotterSingle father dracoparental neglectImplied/Referenced Alcohol Abuse/AlcoholismLucius Malfoy in AzkabanAstronomyDraco Malfoy in the Muggle WorldHarry Potter in the Muggle WorldTeacher Harry PotterMental Illness ,"Newly divorced, Draco leaves the behind the dusty cabinets and dead plants of his home in Paris and returns back to Britain with his son to start over in Muggle London. Unfortunately, the past and the present collide when Potter and his adorable son are there to greet them at every angle....""He's sitting in a Muggle PTA meeting with Harry Potter. Potter, armed with his stupid dimples and smooth confidence, is the President of said PTA group. And, worst of all, his son's sodding teacher at his new school."" , This story will contain very frank discussions of mental illnesses, some based off of my own experiences and some not. Sidenote: Several of the references are inspired by Warsan Shire, an amazing Somalian poet and literally my favorite writer ever. Poems/Quotes referenced: Give Your Daughters Difficult Names, For Women Who Are Difficult to Love, and Intuition. ",2020-05-07
24048025,Sad and SweetCute Harry PotterTimeline What TimelineI Was Heartbroken When I Wrote ThisI hope you like itNo VoldemortProbablemente se irán agregando etiquetasHay otra pareja pero no la quiero spoilearLas actualizaciones van a ser un poco lentas ,"Ha pasado un año desde que su padre murió y buscando un poco de calma Draco se muda a una casa en medio de la nada.Algo sospechoso ocurrió en esa casa ¿por qué nunca supo de ella? Entonces en un viejo álbum de fotos encuentra su respuesta.Y quizás no la que esperaba. , Hace un año escribí esta historia y la estaba subiendo a otro lugar, pero finalmente me dí cuenta que la historia no estaba llendo a donde yo deseaba así que decidí reescribirla y aquí está el resultado, llevo ya algunos capítulos escritos pero debo esperar a que mis hermosas editoras lo revisen.Sin más espero que les guste esta historia ya que es mi primera vez publicando aquí.Aquí también quiero agradecerles a mis bellas editoras C y Anglife. ",2020-05-07
24048625,Post-HogwartsNot Epilogue CompliantEventual RomanceFluffGetting TogetherBisexual Harry PotterGay Draco Malfoy ,"""Actually, I was hoping we could talk about something else—something unrelated to my official business here.” Harry said, staring at Draco’s back.“I’m not sure that is wise, Auror Potter.” Draco didn’t even turn to look at him.“Why not Draco?” Harry pleaded, “Surely you felt something that night too.”“Nonsense. I don’t know to what you are referring to.”Harry rolled his eyes and ran a hand through his hair, “If it was nothing, you wouldn’t have run away.” , The second entry in a 10 part series that tells the story of a relationship through 10 kisses, semi-connected to the first instalment though most of the story makes sense on its own. 
Rated T for language for now, but later stories might be rated differently.Not beta read so any mistakes are my own! My plan is to upload a new entry every Friday.
Enjoy! , Kudos and comments are always appreciated <3 <3 ",2020-05-07
24048754,Sirius Black LivesEvil Albus DumbledoreAlbus Dumbledore BashingGood Voldemort (Harry Potter)Ron Weasley BashingMolly Weasley BashingGinny Weasley BashingVernon Dursley DiesPetunia goes to jailOriginally Posted on FanFiction.Net ,The Gundam pilots learn that one of their own has a younger brother. Harry Potter learns that he has an older brother that no one told him about and that everyone told him they thought he was dead. The two Potter children meet and they learn about one another and Harry takes care of the true dark lord and the people he thought were his friends. Be nice with it. First Crossover. R&R ,2020-05-07
24048934,Alternate Universe - Canon DivergencePOV OutsiderDon't copy to another site ,"Dudley Dursley will never know the meaning of Voldemort. , Wow it's another oneshot...Funny that. , Please note that this is a oneshot and will not have any continuation. :) 
I've added a series to contain these little buggers where Voldemort sees unexpected victories he didn't see in the original books. There may be more oneshots as I come up with them. ",2020-05-07
24049270,Poc Eileen PrincePoc Fleamont PotterI feel bad for MyrtleIn case you didn't catch it Genevieve is Ginny's namesake ,"This is not a story with a happy ending. Many stories do not have happy endings. But this one is a story that especially does not have one. The good guys don’t win. Not now at least. One day Harry Potter will defeat Lord Voldemort. But Harry Potter is not here, nor is James Potter and Fleamont Potter is merely a child himself. This is the story of a girl. She does not get a happy ending, nor does her son. Her friends die in a seemingly never ending war that has not started, or they leave. She is an outcast in a house that was supposed to be hers. Just as her son will be, for different reasons.Just be warned before you read ahead she will not get a happy ending. After all only Griffindors get those, don’t they(ABANDONED) ",2020-05-07
24049306,Valentine's DayPining Draco MalfoySoulmatesTattoosPodfic & Podficced WorksPodfic Length: 0-10 MinutesPodfic ,"podfic of soulmates (an orphaned work)  Haven't found your destined soulmate for years? Check. Sitting on a bench alone on Valentine's Day? Check. Discovering that Potter is actually your soulmate? Not checked. , this is part of podfic gothic's tattoo anthology for the first week of voiceteam , please my friends, do not judge my terribly ugly coverart, it has been some time and i have lost photoshop ",2020-05-07
24049495,PiningPOV Alternatingalcohol useUnderage DrinkingSwearingbrief mentions of abusebrief mentions of racism and homophobia (Sirius’s parents)light peter bashingTruth or Daremarijuana mentionfrench siriusanimagiIgnoring CanonTW Homophobic slur in FrenchNot Beta ReadNot Canon Complianttw homophobiahomophobic slurNon-Binary RemusAbleist LanguageMutual PiningVery small/brief suicidal thoughtit’s tinyFleetwood Mac1970s musicNicknamesSchizophreniaMinor side character experiences delusionsdont read if that triggers you take care of yourself bbTherapy MentionFluffSmokingSpin the BottleSirius Black Wears EyelinerAngstFeminismOC professorsJealousyKissing1970s fashion ,"Fifth year Marauders where girls are actually a part of the group, Sirius is from Beauxbatons and very into James, James is gay and very into Sirius, Lily and Dorcas are in love, Remus is genderqueer/gender nonconforming, and Peter is unimportant.Cue lots of pining and random adventures. , Sirius inspired by Fictionalcandie’s version in “These Golden Beacons”. I love that work! ",2020-05-06
24049507,,"Encontrarse a Draco Malfoy en la cafetería se convertiría en algo más que sólo observar a su antiguo enemigo de lejos. Hay mucho que no conoce de este hombre, hay mucho detrás de esos ojos grises.*Dramione*Orgullo de Serpiente 1: Una Luna para Theo.Orgullo de Serpiente 2: Ojos grises. , Bueno esta es la segunda mini historia de Harry Potter, continua algunos meses después de Una Luna para Theo.Esta tendrá 6 capítulos, actualizados cada sábado. No puedo decir que sea del todo necesario leer la primera parte, la historia de fondo se conecta así que lo recomendaría, pero sino les molesta que esa historia no tenga inicio ni fin y sólo quieren el romance, tal vez lo puedan ignorar.Igual sigo recomendando leer la otra primero. :vComo dije en el último capítulo de la otra, mi placer culposo. Un Dramione. ",2020-05-07
24049699,First War with VoldemortCanon CompliantWerewolvesChild AbuseRecreational Drug UsePranks and Practical JokesOrder of the Phoenix (Harry Potter)QuidditchQueen - FreeformStar Wars - FreeformInternalized HomophobiaMutual PiningHumorHogwarts Era ,"“I do not fight fascists because I will win. I fight fascists because they are fascists.” -Chris HedgesIt's 1976, and the marauders won't go down without a prank. , I use speech to text software, so feel free to point out if I have any weird errors!Do not feed dogs chips, potatoes are toxic & not for puppies!! ",2020-05-09
24049909,TattoosSoulmates ,There's a power in images. Harry's soulmate has an image more powerful than most. ,2020-05-07
24050452,Alternate Universe - Canon DivergenceAlternate Universe - Pre-CanonMarauders Era (Harry Potter)Regulus Black-centrica very slytherin Regulusself-harm (not intentional)Order of the Phoenix (Harry Potter)Mild Albus Dumbledore BashingLegilimencyRegulus Black Lives ,"“Regulus Black, you were brought here under suspicion of your current association with Death Eaters and You-Know-Who, and you are to be questioned and sentenced accordingly.”A sentence meant Azkaban. And Azkaban meant he was screwedRegulus didn’t miss how ‘here’ was not clarified....Days before Regulus goes to the cave as planned, he gets kidnapped. , Also called other ways Regulus Black could live :) , Let me know what you think! ",2020-05-07
24050539,Implied/Referenced Rape/Non-conTime TravelHurt/ComfortPre-RelationshipAssassin's Creed: SyndicateDon't copy to another site ,"Jacob Frye meets the owner of a London orphanage and is charmed. , I don't own either HP or Assassin's Creed. ",2020-05-07
24050656,Post-Battle of HogwartsHealer Draco MalfoyHarry Potter is a HorcruxI'm Bad At TaggingI'm SorryHogwarts Eighth YearEnemies to Friends to LoversEnemies to LoversOther Additional Tags to Be AddedFluff and AngstHurt/Comfort ,"The voice was just as smooth and cool as everything about the person holding him, words murmured softly, the voice sounding preoccupied. Their breath smelled of mint and iron; blood and ice.
Harry Potter just died in a war. A part of him stayed dead when he came back to life, and he has no idea how to fix it. Someone else might. A Healer-in-training redeeming himself to the light side, for example. , hi!! it's been... a while. i haven't had ideas or motivation for a very long time, but quarantine got the best of me. i have a plot in my head and too much time on my hands to make excuses for not writing it. this first chapter is an edited, remixed version of a draft i wrote in 2017, and i hope my continuation only improves the work. i'd love any feedback or comments you want to give, and the next chapters are still in the making, so if you have theories on where this will go... who knows?? you might write the destiny of this story :)thanks to anyone (if there is anyone) who stuck with me through my four year dry spell. i won't abandon this one. ",2020-05-07
